open-time,open,high,low,close,volume,close-time,quote-volume,count,taker-buy-volume,taker-buy-quote-volume,ignore,RSI,Stoch_%K,Stoch_%D,CCI,ADL,MFI,CMF,Bollinger_Mavg,Bollinger_Hband,Bollinger_Lband,Bollinger_Hband_Indicator,Bollinger_Lband_Indicator,ATR,MACD,MACD_Signal,MACD_Diff,Aroon_Up,Aroon_Down,Ichimoku_A,Ichimoku_B,Ichimoku_Base_Line,Ichimoku_Conversion_Line,Cumulative_Return
1628717400000,0.27316,0.27695,0.27232,0.27442,71121871.6,1628719199999,19529424.397037,21264,41308082.8,11344146.122972,0,53.06168451559668,51.61656267725473,57.15135950826388,21.08175054467193,2030345143.700546,59.951597562759545,0.08981371866161868,0.275926,0.28455968611892063,0.2672923138810794,0.0,0.0,0.004673795486071236,0.0025018913422964473,0.0033798695609532046,-0.0008779782186567574,68.0,24.0,0.274615,0.26776999999999995,0.273615,0.275615,0.3130143540669883
1628719200000,0.27444,0.27459,0.2596,0.26363,147960813.1,1628720999999,39422829.826236,50165,62787566.2,16745735.186664,0,40.75677392218564,17.259100642398206,37.81958677113785,-91.12755401845871,1961941645.716356,53.39098408387704,0.06537713351586104,0.2758175,0.28499489587247073,0.26664010412752925,0.0,1.0,0.005246917959067278,0.0012845414095388752,0.002960803930670339,-0.001676262521131464,64.0,100.0,0.27122999999999997,0.26844,0.271275,0.271185,0.26138755980861483
1628721000000,0.26362,0.26631,0.26019,0.26476,97331218.9,1628722799999,25681325.253739,30511,49655162.6,13103482.466179,0,42.24199197233357,22.09850107066382,30.324721463438937,-115.19017985560347,2009971103.40884,48.32158695817459,0.09229424237645358,0.27569699999999997,0.28537503306462847,0.26601896693537147,0.0,1.0,0.005295422516896874,0.00040628101880818557,0.0024498993482979085,-0.002043618329489723,60.0,96.0,0.27122999999999997,0.26844,0.271275,0.271185,0.26679425837320836
1628722800000,0.26472,0.2685,0.26389,0.26582,68242668.5,1628724599999,18184069.056317,21649,36427484.4,9711863.93317,0,43.64523586492076,26.638115631691683,21.998572448251252,-85.70841853978212,1998868716.9934382,43.72331068820941,0.09757752663751582,0.2755205,0.2857671511114628,0.2652738488885372,0.0,0.0,0.005257343488180382,-0.00020188630747719483,0.001919542217142888,-0.002121428524620083,56.00000000000001,92.0,0.27122999999999997,0.26844,0.271275,0.271185,0.2718660287081367
1628724600000,0.26579,0.26755,0.26404,0.26445,47702740.5,1628726399999,12676884.535428,12027,24297545.2,6456209.890765,0,42.24083297866699,20.770877944325587,23.169164882227047,-93.33506421671343,1962310206.4677978,34.00614392157095,0.067246972537244,0.27519599999999994,0.28637131458170373,0.26402068541829615,0.0,0.0,0.005160268849948139,-0.0007853577305500514,0.0013785622276043003,-0.0021639199581543517,52.0,88.0,0.27122999999999997,0.26844,0.271275,0.271185,0.26531100478469183
1628726400000,0.26448,0.27406,0.26242,0.27133,105923121.8,1628728199999,28541592.6214,45285,48743556.2,13140105.319181,0,50.679499062610695,50.235546038544015,32.548179871520446,-44.96923090127249,2018547740.206973,41.59925090467091,0.08662514286355055,0.27488450000000003,0.28612598651202503,0.26364301348797503,0.0,0.0,0.005520253913839911,-0.0006847116063986025,0.0009659074608037197,-0.0016506190672023221,48.0,84.0,0.27122999999999997,0.26844,0.271275,0.271185,0.2982296650717733
1628728200000,0.27133,0.27457,0.26828,0.27402,53663956.2,1628729999999,14567034.055346,31292,27561734.7,7484388.304352,0,53.4924598372116,61.7558886509636,44.25410421127774,-7.794839016123996,2062826902.7948904,47.373658626278456,0.09520699734512414,0.27475449999999996,0.28597281087998716,0.26353618912001275,0.0,0.0,0.005563017585293247,-0.00038346792956889253,0.0006960323827291974,-0.00107950031229809,44.0,80.0,0.27122999999999997,0.26844,0.271275,0.271185,0.3111004784689022
1628730000000,0.27401,0.28,0.27171,0.27766,75882413.3,1628731799999,20978421.582366,36850,34420220.5,9517672.251918,0,57.00578920517448,77.3447537473235,63.11206281227705,44.13701649538203,2095870993.5081594,54.02619716245012,0.12382252663994772,0.2746415,0.2856937093266477,0.26358929067335224,0.0,0.0,0.005714516608332512,0.00014728957141818544,0.000586283820466995,-0.0004389942490488095,40.0,76.0,0.2705375,0.268445,0.271275,0.26980000000000004,0.328516746411486
1628731800000,0.27766,0.28822,0.27752,0.28457,256497495.9,1628733599999,73023894.606629,92771,127711294.6,36349247.795792,0,62.67356040562206,87.2466806429071,75.44910768039809,129.09259196383837,2177374870.710029,60.11194127987257,0.13630176520454243,0.2750655,0.28692836723351656,0.2632026327664835,0.0,0.0,0.005991487907869594,0.0011126717779303408,0.0006915614119596641,0.00042111036597067665,100.0,72.0,0.27391,0.27224,0.27391,0.27391,0.36157894736842366
1628733600000,0.28458,0.29465,0.28139,0.29216,203975146.4,1628735399999,58972524.941194,103906,107816944.2,31199185.713913,0,67.6355700388213,92.8958630527816,85.82909914767076,190.44959508517167,2304743966.6521096,63.77807212614374,0.17084842192270544,0.275791,0.2897813779791699,0.2618006220208301,1.0,0.0,0.006395294135210175,0.0024618154237397993,0.001045612214315691,0.0014162032094241083,100.0,68.0,0.277125,0.27568000000000004,0.277125,0.277125,0.39789473684210797
1628735400000,0.29215,0.2949,0.288,0.28922,103606828.1,1628737199999,30142912.315605,49818,50517482.3,14704878.155646,0,64.13861726060034,83.9093484419263,88.01729737920503,191.17104057546862,2237774915.4454427,63.76401994482379,0.1608356666495117,0.276376,0.2915361944578572,0.2612158055421428,0.0,0.0,0.0064233333499207216,0.0032562520075080092,0.0014877401729541549,0.0017685118345538544,100.0,64.0,0.27739749999999996,0.27580499999999997,0.27725,0.277545,0.38382775119617496
1628737200000,0.28922,0.291,0.28625,0.28734,85342912.9,1628738999999,24585933.227181,29234,41430215.4,11937476.71931,0,61.96928921702962,78.58356940509911,85.12959363326902,151.96900018439172,2191599907.8342843,62.256897183999,0.14046445131992014,0.276715,0.2925236210657364,0.26090637893426355,0.0,0.0,0.006330370386036236,0.0036915940374402934,0.0019285109458513825,0.0017630830915889109,96.0,60.0,0.277955,0.27580499999999997,0.27725,0.27866,0.3748325358851703
1628739000000,0.28735,0.29199,0.2851,0.28668,83157637.4,1628740799999,23976091.531324,27278,44300578.8,12771446.844578,0,61.199865139067576,76.71388101983001,79.73559962228516,141.7401194199609,2146581331.9994504,60.50787663751756,0.11963484545761448,0.27703500000000003,0.2933696655919259,0.26070033440807416,0.0,0.0,0.006361460920145334,0.003937954955051726,0.002330399747691451,0.0016075552073602744,92.0,56.00000000000001,0.277955,0.27580499999999997,0.27725,0.27866,0.37167464114832827
1628740800000,0.28664,0.28822,0.27888,0.27948,111634270.1,1628742599999,31607792.517245,36319,54726986.5,15509559.038776,0,53.52365020765896,56.317280453257816,70.53824362606234,66.21035872905387,2049289794.6746109,58.0842729460559,0.06233490556570872,0.277127,0.29349495173502316,0.26075904826497687,0.0,0.0,0.006526935313470591,0.003511736814091393,0.0025666671609714396,0.0009450696531199533,88.0,52.0,0.277955,0.27580499999999997,0.27725,0.27866,0.337224880382778
1628742600000,0.2795,0.28328,0.27617,0.27844,94424930.3,1628744399999,26460044.632903,25448,50319636.5,14108080.188427,0,52.51622096090798,53.37110481586409,62.13408876298399,25.631835821322465,2015158701.7251034,53.62019544708584,0.027425613282876373,0.27711499999999994,0.2934787312371001,0.2607512687628998,0.0,0.0,0.006559327796055555,0.0030548224664547763,0.0026642982220681072,0.00039052424438666905,84.0,48.0,0.27942,0.276055,0.27725,0.28159,0.33224880382775424
1628744400000,0.27836,0.28117,0.26762,0.27105,167429587.6,1628746199999,45900799.888295,51872,79778943.0,21882602.656947,0,46.001766888029564,32.43626062322951,47.37488196411716,-54.554004163610315,1932494204.2310812,47.892118594934935,-0.051876049198174685,0.27682799999999996,0.2934044273593572,0.26025157264064275,0.0,0.0,0.006947698474052466,0.002072512678802707,0.0025459411134150273,-0.0004734284346123202,80.0,44.0,0.27925500000000003,0.2772,0.27725,0.28126,0.296889952153113
1628746200000,0.27111,0.27539,0.267,0.27355,190414976.9,1628747999999,51656673.724286,50114,97614221.6,26490131.004604,0,48.29898779185174,39.51841359773376,41.775259678942476,-66.89688784480981,2039389858.7244062,45.10247283673026,0.03964424983339599,0.2765165,0.29309347231101157,0.2599395276889884,0.0,0.0,0.0070278263366051075,0.0014787085696302271,0.002332494604658067,-0.00085378603502784,76.0,40.0,0.2791,0.2772,0.27725,0.28095000000000003,0.30885167464115115
1628748000000,0.27355,0.27487,0.26888,0.27018,104722479.7,1628749799999,28377423.734075,31042,56208890.7,15229989.957031,0,45.53412441503665,29.971671388101925,33.97544853635508,-70.21137714571418,1980122879.3950229,45.95599900563642,-0.018250220077819772,0.2760135,0.2927180302537977,0.2593089697462023,0.0,0.0,0.006970169317904824,0.0007277941414223776,0.0020115545120109293,-0.0012837603705885517,72.0,36.0,0.2791,0.2772,0.27725,0.28095000000000003,0.2927272727272754
1628749800000,0.27018,0.27201,0.26488,0.27179,134868432.6,1628751599999,36175248.316695,39458,73688046.6,19766223.353463,0,47.06691358437793,34.53257790368266,34.67422096317281,-84.91631093390137,2106668435.368936,41.33961984432939,0.04815139597890985,0.2756865,0.2924527748098688,0.2589202251901312,0.0,0.0,0.0069790488002434425,0.0002596099695624243,0.0016611656035212283,-0.001401555633958804,68.0,32.0,0.27857,0.27725,0.27725,0.27988999999999997,0.30043062200957205
1628751600000,0.27179,0.275,0.27048,0.27337,73198316.4,1628753399999,20002706.428623,24443,35205054.2,9620250.225695,0,48.57082510006802,37.97176606165375,34.15867178447946,-41.99505054623141,2127073275.781325,46.239637659941465,0.03645627358264323,0.27569600000000005,0.29245679759438803,0.2589352024056121,0.0,0.0,0.006842434978007697,1.5880376571741905e-05,0.0013321085581313311,-0.0013162281815595892,64.0,28.000000000000004,0.2778425,0.27725,0.27725,0.278435,0.30799043062201226
1628753400000,0.27337,0.27624,0.27058,0.27565,56275283.4,1628755199999,15403603.501251,17988,28035659.6,7676577.155211,0,50.71051431467814,40.7327586206897,37.745700862008725,-26.4276238662313,2171616256.2816787,49.83462314597033,0.044993320693137884,0.2757575,0.2925081416295031,0.25900685837049686,0.0,0.0,0.006776744145896158,6.623511675074578e-06,0.0010670115488400798,-0.0010603880371650052,60.0,24.0,0.2778425,0.27725,0.27725,0.278435,0.31889952153110324
1628755200000,0.27568,0.27623,0.27212,0.27364,64447051.5,1628756999999,17662132.979475,17589,30767238.7,8432410.76639,0,48.81478084061615,34.54433497536947,37.74961988590433,-26.309857340676167,2154838070.124745,46.63900296083638,0.021078342257855653,0.276258,0.29210298355947534,0.26041301644052467,0.0,0.0,0.006628591693346372,-0.000161046379758778,0.0008213999631203082,-0.0009824463428790863,56.00000000000001,20.0,0.2769,0.27725,0.27725,0.27654999999999996,0.30928229665072027
1628757000000,0.27367,0.2757,0.27166,0.27207,44385940.8,1628758799999,12145999.997077,14316,21611794.4,5914616.831098,0,47.35080532980879,29.710591133004893,34.99589490968804,-33.64772753890255,2119461156.912863,46.68348958328458,0.01866656351024162,0.2766235,0.29170979215546505,0.261537207844535,0.0,0.0,0.006484781043716017,-0.00041581855817840463,0.0005739562588605656,-0.0009897748170389702,52.0,16.0,0.275665,0.27725,0.27725,0.27408,0.30177033492823213
1628758800000,0.27207,0.27483,0.26776,0.27477,84758661.0,1628760599999,22928199.00091,23316,42993503.0,11630281.362143,0,50.07708318107269,32.94470353097939,32.399876546451274,-39.33637301129096,2202781198.489949,41.996415972042875,0.055771827639176534,0.27707099999999996,0.29135872746100816,0.26278327253899175,0.0,0.0,0.006517293207954017,-0.00039530310186119966,0.0003801043867162126,-0.0007754074885774122,48.0,12.0,0.2751375,0.27725,0.27725,0.27302499999999996,0.31468899521531357
1628760600000,0.27478,0.2773,0.27174,0.27449,65295783.3,1628762399999,17927675.725706,20700,33896317.4,9308721.172776,0,49.79396163967327,32.011992005329816,31.555762223104722,-14.022000849818502,2202076567.734914,42.34086248272433,0.049525174776258646,0.277573,0.29071094215240917,0.26443505784759086,0.0,0.0,0.006464110251956572,-0.00039706104233216966,0.00022467130090653614,-0.0006217323432387057,44.0,8.0,0.27417,0.27725,0.27725,0.27109,0.31334928229665326
1628762400000,0.27452,0.27763,0.27355,0.27501,47508603.8,1628764199999,13083809.231235,14875,26324376.9,7250602.758058,0,50.34598462283603,33.74417055296461,32.900288696424624,-2.9881360031402893,2188569219.5956974,41.513044005226845,0.046100084170491905,0.277757,0.29064066733504285,0.2648733326649571,0.0,0.0,0.006331659682403428,-0.0003524319524752517,0.00010925065023017858,-0.0004616826027054303,40.0,4.0,0.2742525,0.27725,0.27725,0.271255,0.31583732057416514
1628764200000,0.275,0.275,0.27204,0.27335,38628866.5,1628765999999,10577009.317159,11633,16623056.8,4553563.121911,0,48.54194245187869,28.214523650899334,31.323562069731278,-24.27823284544184,2184132120.0652914,31.895869106820683,0.03122745371028425,0.27772349999999996,0.2906492762242756,0.2647977237757243,0.0,0.0,0.006144900811158791,-0.0004458714752086923,-1.7737748575955925e-06,-0.00044409770035109674,36.0,0.0,0.2742525,0.27725,0.27725,0.271255,0.3078947368421079
1628766000000,0.27337,0.27495,0.27129,0.27222,44205865.3,1628767799999,12065961.979349,13307,21854460.7,5967437.055544,0,47.31980862418508,24.450366422385127,28.80302020874971,-29.94379927919431,2162391530.5734887,21.901997640024845,0.0215009530770228,0.27745149999999996,0.2905982353742307,0.26430476462576924,0.0,0.0,0.006006850766094416,-0.0006041403722196748,-0.00012224709433001144,-0.0004818932778896633,32.0,0.0,0.27512000000000003,0.27725,0.277545,0.272695,0.3024880382775148
1628767800000,0.27222,0.2725,0.26491,0.26651,132426060.8,1628769599999,35441698.955885,36713,63991827.8,17121661.387422,0,41.70230999713396,6.012541497602431,19.55914385696232,-86.35906727565796,2085797274.0633452,14.88721714868349,0.015050639206612228,0.2765485,0.2900904234601309,0.26300657653986903,0.0,0.0,0.006094803501311395,-0.0011767540052371461,-0.0003331484765114384,-0.0008436055287257077,28.000000000000004,8.0,0.274965,0.27725,0.27866,0.27127,0.2751674641148354
1628769600000,0.26651,0.26942,0.26331,0.2648,81905238.3,1628771399999,21852383.728279,23615,37435203.9,9992850.124574,0,40.189460391432036,5.195258019525765,11.886055313171129,-107.04668962253444,2043839271.4644907,14.981972517473423,0.002345590543714049,0.2751805,0.2876207435265568,0.2627402564734432,0.0,0.0,0.00609564775123854,-0.0017483828743506957,-0.0006161953560792899,-0.0011321875182714058,24.0,4.0,0.274565,0.27725,0.27866,0.27047,0.2669856459330169
1628771400000,0.26473,0.26812,0.26277,0.26644,75836579.7,1628773199999,20112630.680919,21454,37460851.1,9941444.524351,0,42.31453113543288,14.420432220039334,8.542743912389199,-100.76349921810277,2072047644.1005652,15.1110759546264,0.014176549005093152,0.2740415,0.2852409701213956,0.2628420298786044,0.0,0.0,0.006054222876169734,-0.0020454894484499553,-0.0009020541745534229,-0.0011434352738965323,20.0,0.0,0.27443,0.27725,0.27866,0.2702,0.2748325358851702
1628773200000,0.26643,0.27,0.26527,0.26948,55865212.2,1628774999999,14938337.670594,15623,29534167.4,7900598.451806,0,46.07497691175494,32.715748415407134,17.443812884990766,-73.08763460824316,2115629596.1128268,19.243854714914477,0.05393395582387499,0.2731485,0.2826894523109609,0.26360754768903916,0.0,0.0,0.005980654938604749,-0.0020124477107960614,-0.0011241328818019508,-0.0008883148289941106,16.0,96.0,0.27451749999999997,0.27725,0.278835,0.2702,0.28937799043062484
